"","data_ID","reefid","scenario","time_frame","mean_historical_ph_30y_ensemble","percentile_90_historical_ph_30y_ensemble","percentile_10_historical_ph_30y_ensemble","mean_ph_20y_ensemble","percentile_90_mean_ensemble","percentile_10_mean_ensemble","mean_ph_20y_anomaly_ensemble","percentile_90_anomaly_ensemble","percentile_10_anomaly_ensemble"
"65",6,"144","ssp245","2041_2060",8.08083142656269,8.09919140603807,8.06448615392049,7.96809576803988,7.98423890272776,7.9538803656896,-0.112735658522808,-0.109339598814647,-0.11559820175171
"66",6,"144","ssp245","2081_2100",8.08083142656269,8.09919140603807,8.06448615392049,7.9085891707377,7.92159651517868,7.89762247999509,-0.172242255824985,-0.166344570451312,-0.177681444088619
"67",6,"144","ssp370","2021_2040",8.08083142656269,8.09919140603807,8.06448615392049,8.00929964853056,8.02609930038452,7.98973581592242,-0.0715317780321295,-0.0685171259774098,-0.0747503379980721
"68",6,"144","ssp370","2041_2060",8.08083142656269,8.09919140603807,8.06448615392049,7.94569706700065,7.96225793162982,7.93186299800873,-0.135134359562036,-0.131930016809039,-0.137310630083083
"69",6,"144","ssp370","2081_2100",8.08083142656269,8.09919140603807,8.06448615392049,7.80737647649014,7.81989603837331,7.7959913512071,-0.273454950072549,-0.264355915784837,-0.28176786104838
"70",6,"144","ssp585","2021_2040",8.08083142656269,8.09919140603807,8.06448615392049,8.00841888424122,8.02481324871381,7.99249845941861,-0.0724125423214653,-0.0700747284624317,-0.0743781573242615
"71",6,"144","ssp585","2041_2060",8.08083142656269,8.09919140603807,8.06448615392049,7.9312725043658,7.94656226436297,7.91715140740077,-0.14955892219688,-0.143896845314238,-0.156656324863433
"72",6,"144","ssp585","2081_2100",8.08083142656269,8.09919140603807,8.06448615392049,7.71863862474759,7.73021366993586,7.70873076915741,-0.362192801815091,-0.349350078900656,-0.370778489112853
"73",7,"257","ssp126","2021_2040",8.06734984185961,8.08834249708388,8.04911114904616,8.00629494099906,8.02550960580508,7.98628276983897,-0.0610549008605461,-0.0589802781740838,-0.0639882259898723
"74",7,"257","ssp126","2041_2060",8.06734984185961,8.08834249708388,8.04911114904616,7.98305156212864,8.00159595608711,7.9628610432148,-0.0842982797309608,-0.0827709621853305,-0.0893412424458404
"75",7,"257","ssp126","2081_2100",8.06734984185961,8.08834249708388,8.04911114904616,7.98895506298903,8.00833119948705,7.9689337293307,-0.0783947788705731,-0.075964309771857,-0.0838374210728539
"76",7,"257","ssp245","2021_2040",8.06734984185961,8.08834249708388,8.04911114904616,8.0022439418417,8.02209839224815,7.98248811165492,-0.0651059000179024,-0.063074209955003,-0.0687355988555485
"77",7,"257","ssp245","2041_2060",8.06734984185961,8.08834249708388,8.04911114904616,7.95866752700372,7.97683304349581,7.93925276796023,-0.108682314855884,-0.106789724694358,-0.114104155037138
"78",7,"257","ssp245","2081_2100",8.06734984185961,8.08834249708388,8.04911114904616,7.90436739072655,7.91927269895872,7.88099761009216,-0.162982451133054,-0.164174211025239,-0.172774181101057
"79",7,"257","ssp370","2021_2040",8.06734984185961,8.08834249708388,8.04911114904616,7.99716953436534,8.01646230618159,7.97745007077853,-0.0701803074942698,-0.0685011009375263,-0.0740287317170036
"80",7,"257","ssp370","2041_2060",8.06734984185961,8.08834249708388,8.04911114904616,7.93767943219705,7.95505790710449,7.91806056896846,-0.129670409662555,-0.1281946738561,-0.135887536737654
"81",7,"257","ssp370","2081_2100",8.06734984185961,8.08834249708388,8.04911114904616,7.80893564170057,7.82312412659327,7.7846892118454,-0.258414200159035,-0.257077342271805,-0.269337371322844
"82",7,"257","ssp585","2021_2040",8.06734984185961,8.08834249708388,8.04911114904616,7.99577937975074,8.01567427515984,7.97690921823184,-0.0715704621088629,-0.0694157732857601,-0.075262923373117
"83",7,"257","ssp585","2041_2060",8.06734984185961,8.08834249708388,8.04911114904616,7.92286743774559,7.94062331120173,7.90285404721896,-0.14448240411402,-0.139679374297461,-0.149753132793639
"84",7,"257","ssp585","2081_2100",8.06734984185961,8.08834249708388,8.04911114904616,7.72430006915873,7.74123511711756,7.7039820710818,-0.343049772700878,-0.336637779076894,-0.353661536508136
"85",8,"259","ssp126","2021_2040",8.06826162807869,8.08699393802219,8.0477147102356,8.00706049005191,8.02508258024852,7.9855895002683,-0.0612011380267864,-0.0596715125772675,-0.0638156572977699
"86",8,"259","ssp126","2041_2060",8.06826162807869,8.08699393802219,8.0477147102356,7.98396196293108,8.00273347496986,7.96371847987175,-0.0842996651476079,-0.0828593406412335,-0.0889822728104068
"87",8,"259","ssp126","2081_2100",8.06826162807869,8.08699393802219,8.0477147102356,7.99040377302603,8.00836989879608,7.96867828170458,-0.0778578550526589,-0.07581879430347,-0.08340864247746
"88",8,"259","ssp245","2021_2040",8.06826162807869,8.08699393802219,8.0477147102356,8.0032766493884,8.02153515021006,7.98212352792422,-0.0649849786902919,-0.0633876158131486,-0.0683062381214583
"89",8,"259","ssp245","2041_2060",8.06826162807869,8.08699393802219,8.0477147102356,7.9593281102903,7.98070495724678,7.93825106422106,-0.108933517788396,-0.106288980775409,-0.113775857951907
"90",8,"259","ssp245","2081_2100",8.06826162807869,8.08699393802219,8.0477147102356,7.90470087853345,7.92164680957794,7.88042720754941,-0.163560749545242,-0.163106909725401,-0.171959162420698
"91",8,"259","ssp370","2021_2040",8.06826162807869,8.08699393802219,8.0477147102356,7.99818588982929,8.01506511171659,7.97779601216316,-0.0700757382494031,-0.0679647061559887,-0.0739447911580404
"92",8,"259","ssp370","2041_2060",8.06826162807869,8.08699393802219,8.0477147102356,7.93863512205355,7.96010298132896,7.91711974143982,-0.129626506025141,-0.126890956693225,-0.135476790534126
"93",8,"259","ssp370","2081_2100",8.06826162807869,8.08699393802219,8.0477147102356,7.80924708518115,7.83175258835157,7.78508377075195,-0.259014542897542,-0.255241349670622,-0.268683460023669
"94",8,"259","ssp585","2021_2040",8.06826162807869,8.08699393802219,8.0477147102356,7.99679692857193,8.01370223959287,7.97684256235758,-0.0714646995067594,-0.0691481795575868,-0.0747792926099571
"95",8,"259","ssp585","2041_2060",8.06826162807869,8.08699393802219,8.0477147102356,7.92349953633366,7.94139447410901,7.90439287225405,-0.14476209174503,-0.139304520024194,-0.149896795219846
"96",8,"259","ssp585","2081_2100",8.06826162807869,8.08699393802219,8.0477147102356,7.72527865875851,7.7532884657383,7.70369026660919,-0.342982969320182,-0.333705472283893,-0.352890200085111
"97",9,"260","ssp126","2021_2040",8.06619299638151,8.08504719469282,8.0464597331153,8.00485797741196,8.02304796775182,7.9852500975132,-0.0613350189695451,-0.0586785991986591,-0.0638156572977699
"98",9,"260","ssp126","2041_2060",8.06619299638151,8.08504719469282,8.0464597331153,7.98119828032725,7.99865189790726,7.96353711883227,-0.0849947160542611,-0.0829226142830324,-0.0886599779129034
"99",9,"260","ssp126","2081_2100",8.06619299638151,8.08504719469282,8.0464597331153,7.98723531329271,8.00431385238965,7.96852480371793,-0.0789576830888034,-0.0754242969883814,-0.083073312044144
"100",9,"260","ssp245","2021_2040",8.06619299638151,8.08504719469282,8.0464597331153,8.00068842822855,8.0185446023941,7.98196561535199,-0.0655045681529572,-0.0637622694174436,-0.068031863371532
"101",9,"260","ssp245","2041_2060",8.06619299638151,8.08504719469282,8.0464597331153,7.95663438890919,7.97375004490217,7.93769836227099,-0.109558607472314,-0.106434885660806,-0.113637119531632
"102",9,"260","ssp245","2081_2100",8.06619299638151,8.08504719469282,8.0464597331153,7.90003631963874,7.91598091920217,7.8801262040933,-0.166156676742765,-0.163056400749418,-0.171626538038255
"103",9,"260","ssp370","2021_2040",8.06619299638151,8.08504719469282,8.0464597331153,7.99581055261872,8.01360218524933,7.97778417269389,-0.0703824437627887,-0.0678709626197804,-0.0737849791844685
"104",9,"260","ssp370","2041_2060",8.06619299638151,8.08504719469282,8.0464597331153,7.93525355891748,7.95203268527985,7.91615464091301,-0.13093943746403,-0.126885481675465,-0.135354479153952
"105",9,"260","ssp370","2081_2100",8.06619299638151,8.08504719469282,8.0464597331153,7.80471689737204,7.81958933075269,7.78432514667511,-0.261476099009465,-0.256722722450891,-0.26848525206248
"106",9,"260","ssp585","2021_2040",8.06619299638151,8.08504719469282,8.0464597331153,7.99489465590679,8.01294338901838,7.97671521703402,-0.071298340474716,-0.0683880349000292,-0.0744437754154212
"107",9,"260","ssp585","2041_2060",8.06619299638151,8.08504719469282,8.0464597331153,7.92143132307313,7.93768246173859,7.90422134796778,-0.144761673308382,-0.138808723290761,-0.149704702695211
"108",9,"260","ssp585","2081_2100",8.06619299638151,8.08504719469282,8.0464597331153,7.72204501357946,7.73483787178993,7.70369026660919,-0.344147982802054,-0.335548365116119,-0.352549292643865
"109",10,"261","ssp126","2021_2040",8.06652152044605,8.08493350346883,8.04742761452993,8.0050403786428,8.02291676600774,7.98605065345764,-0.0614811418032408,-0.0591015424993291,-0.0643507997194934
"110",10,"261","ssp126","2041_2060",8.06652152044605,8.08493350346883,8.04742761452993,7.98135289585952,7.9985052327315,7.96429631114006,-0.0851686245865291,-0.0831313033898677,-0.0887383441130325
"111",10,"261","ssp126","2081_2100",8.06652152044605,8.08493350346883,8.04742761452993,7.98741721276081,8.00411755442619,7.96922795375188,-0.0791043076852356,-0.0753598272800442,-0.0831500113010417
"112",10,"261","ssp245","2021_2040",8.06652152044605,8.08493350346883,8.04742761452993,8.00087723388816,8.01927397449811,7.9826790134112,-0.0656442865578815,-0.0638466940985793,-0.0679935912291221
"113",10,"261","ssp245","2041_2060",8.06652152044605,8.08493350346883,8.04742761452993,7.95680992964542,7.9735580265522,7.93835635185242,-0.109711590800622,-0.107255944278505,-0.113709539175034
"114",10,"261","ssp245","2081_2100",8.06652152044605,8.08493350346883,8.04742761452993,7.90005404642134,7.91579287846883,7.88058332204819,-0.166467474024705,-0.163048064708709,-0.171715901295345
"115",10,"261","ssp370","2021_2040",8.06652152044605,8.08493350346883,8.04742761452993,7.99605116446813,8.01345711549123,7.97874617179235,-0.0704703559779157,-0.068101589547263,-0.0738104502360031
"116",10,"261","ssp370","2041_2060",8.06652152044605,8.08493350346883,8.04742761452993,7.93532539624156,7.95181138912837,7.91686904430389,-0.131196124204481,-0.128135348028606,-0.135456176598868
"117",10,"261","ssp370","2081_2100",8.06652152044605,8.08493350346883,8.04742761452993,7.80461026682998,7.81940298676491,7.78489971756935,-0.261911253616063,-0.25710952480634,-0.268574972947439
"118",10,"261","ssp585","2021_2040",8.06652152044605,8.08493350346883,8.04742761452993,7.99517838665933,8.01280975143115,7.97757130265236,-0.071343133786712,-0.0685251633326214,-0.0744578142960872
"119",10,"261","ssp585","2041_2060",8.06652152044605,8.08493350346883,8.04742761452993,7.92155376853365,7.93755406141281,7.90495902299881,-0.144967751912396,-0.139670873350567,-0.149713504314423
"120",10,"261","ssp585","2081_2100",8.06652152044605,8.08493350346883,8.04742761452993,7.72193107315988,7.73463621139526,7.70303827722867,-0.344590447286163,-0.33821026749081,-0.352631354331971
"121",11,"262","ssp126","2021_2040",8.06653889718682,8.08493350346883,8.04761875867844,8.00504948695501,8.02291676600774,7.98615084489187,-0.061489410231812,-0.0591015424993291,-0.0643507997194934
"122",11,"262","ssp126","2041_2060",8.06653889718682,8.08493350346883,8.04761875867844,7.98136262767243,7.9985052327315,7.96440336108208,-0.0851762695143919,-0.0832104795508908,-0.0887383441130325
"123",11,"262","ssp126","2081_2100",8.06653889718682,8.08493350346883,8.04761875867844,7.98742643107067,8.00411755442619,7.9693293551604,-0.0791124661161441,-0.0753598272800442,-0.0831500113010417
"124",11,"262","ssp245","2021_2040",8.06653889718682,8.08493350346883,8.04761875867844,8.00088286291469,8.01927397449811,7.98274093270302,-0.0656560342721264,-0.0638466940985793,-0.0679935912291221
"125",11,"262","ssp245","2041_2060",8.06653889718682,8.08493350346883,8.04761875867844,7.95681405284188,7.9735580265522,7.93840170701345,-0.109724844344938,-0.107255944278505,-0.113709539175034
"126",11,"262","ssp245","2081_2100",8.06653889718682,8.08493350346883,8.04761875867844,7.90004930225286,7.91579287846883,7.88053113619486,-0.166489594933962,-0.163048064708709,-0.171715901295345
"127",11,"262","ssp370","2021_2040",8.06653889718682,8.08493350346883,8.04761875867844,7.99606716343851,8.01345711549123,7.97892216046651,-0.0704717337483106,-0.068101589547263,-0.0738104502360031
"128",11,"262","ssp370","2041_2060",8.06653889718682,8.08493350346883,8.04761875867844,7.93532891436057,7.95181138912837,7.91690774361293,-0.131209982826252,-0.128135348028606,-0.135456176598868
"129",11,"262","ssp370","2081_2100",8.06653889718682,8.08493350346883,8.04761875867844,7.80461303989093,7.81940298676491,7.78493022123973,-0.261925857295894,-0.25710952480634,-0.268574972947439
"130",11,"262","ssp585","2021_2040",8.06653889718682,8.08493350346883,8.04761875867844,7.99518890904658,8.01280975143115,7.97768704891205,-0.071349988140241,-0.0685251633326214,-0.0744578142960872
"131",11,"262","ssp585","2041_2060",8.06653889718682,8.08493350346883,8.04761875867844,7.92155822641922,7.93755406141281,7.90500805974007,-0.144980670767601,-0.139670873350567,-0.149713504314423
"132",11,"262","ssp585","2081_2100",8.06653889718682,8.08493350346883,8.04761875867844,7.72192514448455,7.73463621139526,7.70303827722867,-0.34461375270227,-0.33821026749081,-0.352631354331971
"133",12,"268","ssp126","2021_2040",8.06777523166001,8.08459715843201,8.051260693868,8.00604684262565,8.02149036924044,7.98866011897723,-0.0617283890343678,-0.059081380234824,-0.0643188092443694
"134",12,"268","ssp126","2041_2060",8.06777523166001,8.08459715843201,8.051260693868,7.98231788241502,7.99800066749255,7.96531693736712,-0.0854573492449944,-0.0831432521343229,-0.0888406806521953
"135",12,"268","ssp126","2081_2100",8.06777523166001,8.08459715843201,8.051260693868,7.98841976685957,8.00379770199458,7.97124377091726,-0.0793554648004399,-0.0762820959091188,-0.0832121305995521
"136",12,"268","ssp245","2021_2040",8.06777523166001,8.08459715843201,8.051260693868,8.00192713647178,8.0179148832957,7.98462879061699,-0.0658480951882373,-0.0640344858169559,-0.0680360072188915
"137",12,"268","ssp245","2041_2060",8.06777523166001,8.08459715843201,8.051260693868,7.95760877692338,7.97284276286761,7.94101482232412,-0.110166454736633,-0.107289994425243,-0.113767861657673
"138",12,"268","ssp245","2081_2100",8.06777523166001,8.08459715843201,8.051260693868,7.90043380675894,7.91522157589594,7.88242728908857,-0.167341424901076,-0.164259904623033,-0.171788256698186
"139",12,"268","ssp370","2021_2040",8.06777523166001,8.08459715843201,8.051260693868,7.99706262873881,8.01262337565422,7.97993559638659,-0.0707126029212067,-0.0683740470144487,-0.0738965902063597
"140",12,"268","ssp370","2041_2060",8.06777523166001,8.08459715843201,8.051260693868,7.9359908840873,7.95138179262479,7.91982210477193,-0.131784347572712,-0.128213183747397,-0.135628039969339
"141",12,"268","ssp370","2081_2100",8.06777523166001,8.08459715843201,8.051260693868,7.80455379937634,7.81893309553464,7.786613402764,-0.263221432283671,-0.258376207616594,-0.26870646013154
"142",12,"268","ssp585","2021_2040",8.06777523166001,8.08459715843201,8.051260693868,7.99622171665683,8.01169030268987,7.97979957063993,-0.0715535150031852,-0.0688590500089861,-0.0744925909572185
"143",12,"268","ssp585","2041_2060",8.06777523166001,8.08459715843201,8.051260693868,7.92233701366367,7.93709200421969,7.90580155650775,-0.145438217996347,-0.140146620406045,-0.14991782837444
